"Betriebsname","Strasse","Nr.","Kreis","PLZ","Ort","Oeffnungszeit","Betriebsart","Status","X","Y"
"Oberhof","Zürichbergstrasse",24,7,8032,"Zürich",,"Gastwirtschaft","Offen",684188.928,247553.837
"Oh là là ","Kalanderplatz ",1,3,8045,"Zürich",,"Gastwirtschaft","Offen",681936.061,245809.572
"Oh! sweetest thing","Kalkbreitestrasse",10,4,8003,"Zürich",,"Nebenwirtschaft","Offen",681704.538,247591.899
"Ojo De Agua Weinkontor","Oetenbachgasse ",13,1,8001,"Zürich",,"Nebenwirtschaft","Offen",683141.212,247582.158
"Okay Italia","Gladbachstrasse",94,7,8044,"Zürich",,"Gastwirtschaft","Offen",684347.49,248194.738
"Old Inn","Bleicherweg",47,2,8002,"Zürich",,"Gastwirtschaft","Offen",682629.218,246686.058
"Olive Garden AG","Lavaterstrasse",33,2,8002,"Zürich",,"Gastwirtschaft","Offen",682627.071,246387.06
"Onkel Tom's Hütte ""da Aurora""","Rotwandstrasse",42,4,8004,"Zürich",,"Gastwirtschaft","Offen",682302.062,247717.737
"Opera","Dufourstrasse",5,8,8008,"Zürich",,"Gastwirtschaft","Offen",683767.778,246528.888
"Original Kebap Haus","Franklinstrasse ",20,11,8050,"Zürich",,"Gastwirtschaft","Offen",683471.376,251554.399
"Orion","Sihlfeldstrasse",113,4,8004,"Zürich",,"Gastwirtschaft","Offen",681370.16,247960.039
"Osteria & Bar Leonardo","Kalanderplatz ",4,3,8045,"Zürich",,"Gastwirtschaft","Offen",681890.627,245798.09
"Palazzino","Geroldstrasse ",12,5,8005,"Zürich",,"Gastwirtschaft","Offen",681633.395,248918.323
"Palestine Grill","Langstrasse ",92,4,8004,"Zürich",,"Ausgabestelle","Offen",682187.57,248045.874
"Palme","Bertastrasse",76,3,8003,"Zürich",,"Gastwirtschaft","Offen",680950.634,247388.4
"Palmhof","Universitätstrasse ",23,6,8006,"Zürich",,"Gastwirtschaft","Offen",683768.907,248175.87
"Panama","Lettensteg",10,10,8037,"Zürich",,"Ausgabestelle","Offen",682731.767,248891.819
"Paninoteca Café Kiosk","Limmatstrasse ",317,5,8005,"Zürich",,"Gastwirtschaft","Offen",681870.782,249386.659
"Paprika Catering","Schaffhauserstrasse",454,11,8051,"Zürich",,"Gastwirtschaft","Offen",683614.299,252489.094
"Paragonya Wellness Club","Mühlegasse",11,1,8001,"Zürich",,"Nebenwirtschaft","Offen",683487.303,247647.428
"Partner Re","Bellerivestrasse",36,8,8008,"Zürich",,"Gastwirtschaft","Offen",683944.584,245764.608
"Passage","Grosswiesenstrasse",151,12,8051,"Zürich",,"Gastwirtschaft","Offen",686785.133,250921.388
"Pasta Station","Lutherstrasse",2,4,8004,"Zürich",,"Gastwirtschaft","Offen",682415.258,247560.29
"Payam Salamat Sharif","Birmensdorferstrasse",261,3,8003,"Zürich",,"Kleinwirtschaft","Offen",681093.848,247123.648
"Payamlino Take Away","Uetlibergstrasse",103,3,8045,"Zürich",,"Gastwirtschaft","Offen",681531.748,246188.61
"Peking","Verena-Conzett-Strasse ",21,4,8004,"Zürich",,"Gastwirtschaft","Offen",682178.038,247203.689
"Peking Garden u. Laden","Hohlstrasse",560,9,8048,"Zürich",,"Gastwirtschaft","Offen",679317.472,249438.556
"Peking-Garden","Hardturmstrasse",161,5,8005,"Zürich",,"Gastwirtschaft","Offen",681026.047,249721.742
"Penalty","Hallwylstrasse",40,4,8004,"Zürich",,"Gastwirtschaft","Offen",682314.998,247305.489
"Pension St. Josef","Hirschengraben",64,1,8001,"Zürich",,"Gastwirtschaft","Offen",683618.493,247756.188
"Pergola","Kanzleistrasse",121,4,8004,"Zürich",,"Gastwirtschaft","Offen",681722.024,247881.407
"Perlavita  AG  Villa Böcklin","Böcklinstrasse",19,7,8032,"Zürich",,"Gastwirtschaft","Offen",684753.845,246517.399
"Perlavita AG Restelberg","Restelbergstrasse ",108,6,8044,"Zürich",,"Gastwirtschaft","Offen",684173.893,248969.007
"Perle de Beirut","Weinbergstrasse",107,6,8006,"Zürich",,"Gastwirtschaft","Offen",683309.761,248904.912
"Personalrestaurant Drahtzug","Drahtzugstrasse",78,8,8008,"Zürich",,"Gastwirtschaft","Offen",685153.417,246017.561
"Personalrestaurant ERZ Hagenholz","Hagenholzstrasse",110,12,8050,"Zürich",,"Gastwirtschaft","Offen",684869.087,252198.251
"Personalrestaurant RAD","Birchstrasse",155,11,8050,"Zürich",,"Gastwirtschaft","Offen",682897.297,251857.336
"Personalrestaurant Werdhölzli","Bändlistrasse",108,9,8064,"Zürich",,"Gastwirtschaft","Offen",678688.241,250432.664
"Pery","Zentralstrasse",36,3,8003,"Zürich",,"Gastwirtschaft","Offen",681660.632,247325.05
"Peter","Tramstrasse",235,12,8050,"Zürich",,"Gastwirtschaft","Offen",684887.004,251570.246
"Peter Pan","Thurgauerstrasse ",23,11,8050,"Zürich",,"Gastwirtschaft","Offen",683884.299,251880.436
"Petit Saigon","Birmensdorferstrasse",126,3,8003,"Zürich",,"Gastwirtschaft","Offen",681727.931,247163.634
"Pfarramt Heilig Kreuz","Saumackerstrasse ",83,9,8048,"Zürich",,"Gastwirtschaft","Offen",679292.246,248663.044
"Pfarreizentrum St. Theresia","Borrweg",80,3,8055,"Zürich",,"Gastwirtschaft","Offen",680531.753,246093.942
"Pflanzbar","Talstrasse",62,1,8001,"Zürich",,"Gastwirtschaft","Offen",682869.275,247217.306
"Pflegezentrum Bachwiesen","Flurstrasse",130,9,8047,"Zürich",,"Gastwirtschaft","Offen",679168.746,248039.262
"Pflegezentrum Bombach","Limmattalstrasse",371,10,8049,"Zürich",,"Gastwirtschaft","Offen",678880.548,250897.776
"Pflegezentrum Käferberg","Emil-Klöti-Strasse ",25,10,8037,"Zürich",,"Gastwirtschaft","Offen",681297.016,250357.273
"Pflegezentrum Riesbach","Witellikerstrasse ",19,8,8008,"Zürich",,"Gastwirtschaft","Offen",685980.389,245243.721
"Pflegezentrum Witikon","Kienastenwiesweg ",2,7,8053,"Zürich",,"Gastwirtschaft","Offen",687876.51,245592.177
"Pflug","Brauerstrasse",74,4,8004,"Zürich",,"Gastwirtschaft","Offen",682031.97,248148.271
"Pho Saigon","Bülachstrasse ",25,11,8057,"Zürich",,"Kleinwirtschaft","Offen",683715.437,250766.906
"Phuket Asia Center","Sihlhallenstrasse",28,4,8004,"Zürich",,"Nebenwirtschaft","Offen",682144.266,248267.827
"Piadina Bar","Niederdorfstrasse",2,1,8001,"Zürich",,"Gastwirtschaft","Offen",683472.338,247470.792
"Piazza Bistro am See","General-Guisan-Quai ",15,2,8022,"Zürich",,"Gastwirtschaft","Offen",683045,246551
"Picasso Bar","Mattengasse",13,5,8005,"Zürich",,"Gastwirtschaft","Offen",682436.714,248527.549
"Picasso Restaurant","Mattengasse",13,5,8005,"Zürich",,"Gastwirtschaft","Offen",682436.714,248527.549
"Picnic Gourmondo","Bahnhofstrasse",52,1,8001,"Zürich",,"Nebenwirtschaft","Offen",683069.019,247468.103
"Pier 7","Limmatquai",7,1,8001,"Zürich",,"Gastwirtschaft","Offen",683524.381,246954.345
"Pimpi","Hafnerstrasse",11,5,8005,"Zürich",,"Gastwirtschaft","Offen",682763.438,248355.845
"Pinto's Kiosk","Josefstrasse",107,5,8005,"Zürich",,"Nebenwirtschaft","Offen",682385.873,248649.444
"Pippone","Schauenbergstrasse",8,11,8046,"Zürich",,"Gastwirtschaft","Offen",680532.152,252510.993
"Pizza Bar Züri","Badenerstrasse",558,9,8048,"Zürich",,"Gastwirtschaft","Offen",679980.383,248698.519
"Pizza Express","Schaffhauserstrasse",10,6,8006,"Zürich",,"Kleinwirtschaft","Offen",683105.238,249232.652
"Pizza Kurier - ZiZo","Bertastrasse ",36,3,8003,"Zürich",,"Nebenwirtschaft","Offen",681182.254,247584.682
"Pizza Kurier Da Mimi ","Badenerstrasse",816,9,8048,"Zürich",,"Nebenwirtschaft","Offen",678164.572,249701.288
"Pizza Pasta Ciao","Asylstrasse",125,7,8032,"Zürich",,"Gastwirtschaft","Offen",685075.921,246658.463
"Pizzacasa","Badenerstrasse",281,3,8003,"Zürich",,"Nebenwirtschaft","Offen",681229.5,247837.62
"Pizzakurier Rucola","Hardturmstrasse",394,5,8005,"Zürich",,"Ausgabestelle","Offen",680565.146,249796.658
"Pizzeria Emilio","Winterthurerstrasse ",625,12,8051,"Zürich",,"Gastwirtschaft","Offen",686037.784,251143.88
"Pizzeria Libero","Badenerstrasse ",451,4,8004,"Zürich",,"Gastwirtschaft","Offen",680500.196,248293.614
"Pizzeria Piazza ","Wehntalerstrasse ",546,11,8046,"Zürich",,"Gastwirtschaft","Offen",680547.594,252620.008
"Pizzeria Romantica","Stampfenbachstrasse",68,6,8006,"Zürich",,"Gastwirtschaft","Offen",683336.938,248440.678
"Pizzeria Trattoria Da Michele","Uetlibergstrasse",109,3,8045,"Zürich",,"Gastwirtschaft","Offen",681497.588,246141.87
"Plattenhof","Zürichbergstrasse",19,7,8032,"Zürich",,"Gastwirtschaft","Offen",684165.662,247571.622
"Plattenstrasse","Plattenstrasse",14,7,8032,"Zürich",,"Gastwirtschaft","Offen",684126.291,247646.908
"Polo","Ueberlandstrasse",327,12,8051,"Zürich",,"Gastwirtschaft","Offen",686170.395,251520.526
"Polysnack ETH","Rämistrasse",101,1,8092,"Zürich",,"Gastwirtschaft","Offen",683786.351,247881.985
"Pop Corn","Friesenbergstrasse",15,3,8055,"Zürich",,"Gastwirtschaft","Offen",681198.956,247081.088
"Popcorntreff","Zypressenstrasse",36,3,8003,"Zürich",,"Kleinwirtschaft","Offen",681104.943,247891.509
"Porte du Soleil","Oberer Heuelsteig",30,7,8032,"Zürich",,"Gastwirtschaft","Offen",685620.015,247066.168
"Positano","Stampfenbachstrasse",6,1,8001,"Zürich",,"Gastwirtschaft","Offen",683470.801,247997.027
"Poushe Strudelhaus","Waffenplatzstrasse",5,2,8002,"Zürich",,"Gastwirtschaft","Offen",682194.188,246204.968
"Poushe Strudelhaus","Wyssgasse",2,4,8004,"Zürich",,"Kleinwirtschaft","Offen",682076.061,247521.461
"Poushe Strudelhaus ","Albisstrasse ",88,2,8038,"Zürich",,"Kleinwirtschaft","Offen",682464.135,243852.52
"Predigerkirche","Predigerplatz ",1,1,8001,"Zürich",,"Gastwirtschaft","Offen",683598.519,247594.092
"Presse Club","Münsterhof",15,1,8001,"Zürich",,"Gastwirtschaft","Offen",683260.782,247206.376
"Pro Casa d'Italia","Erismannstrasse",6,4,8004,"Zürich",,"Gastwirtschaft","Offen",681587.302,248260.721
"Probstei","Dübendorfstrasse",217,12,8051,"Zürich",,"Gastwirtschaft","Offen",686572.52,250618.004
"Psychiatrische Universitätsklinik Zürich","Lenggstrasse",39,8,8008,"Zürich",,"Gastwirtschaft","Offen",685430.41,245406.32
"Pulcino","Niederdorfstrasse",7,1,8001,"Zürich",,"Gastwirtschaft","Offen",683454.669,247494.031
"Pumpstation","Utoquai",10,8,8008,"Zürich",,"Gastwirtschaft","Offen",683677.726,246456.801
"Pyramids","Werdstrasse",99,4,8004,"Zürich",,"Gastwirtschaft","Offen",682138.354,247313.071
"Quaglinos","Dufourstrasse",4,8,8008,"Zürich",,"Gastwirtschaft","Offen",683736.428,246518.178
"Quartier5","Hardturmstrasse",126,5,8005,"Zürich",,"Gastwirtschaft","Offen",681134.549,249742.896
"Quartiertreff  Hirslanden","Forchstrasse ",248,7,8032,"Zürich",,"Gastwirtschaft","Offen",685523.539,245898.583
"Quartiertreff Enge","Gablerstrasse",20,2,8002,"Zürich",,"Gastwirtschaft","Offen",682411.793,245968.536
"Raclettstube","Zähringerstrasse",16,1,8001,"Zürich",,"Gastwirtschaft","Offen",683540.326,247690.121
"Rangierbahnhof","Neufrankengasse",29,4,8004,"Zürich",,"Gastwirtschaft","Offen",682128.443,248346.989
"Rapido","Ackersteinstrasse",205,10,8049,"Zürich",,"Gastwirtschaft","Offen",680033.377,250631.908
"Rathaus","Limmatquai",61,1,8001,"Zürich",,"Gastwirtschaft","Offen",683380.151,247370.923
"Real","Müllerstrasse",23,4,8004,"Zürich",,"Gastwirtschaft","Offen",682465.918,247630.845
"Rechberg","Chorgasse",20,1,8001,"Zürich",,"Gastwirtschaft","Offen",683648.07,247611.186
"Ref. Alterswohnheim Enge","Bürglistrasse",7,2,8002,"Zürich",,"Gastwirtschaft","Offen",682395.992,246410.09
"Ref. Begegnungszentrum Roswiesen","Roswiesenstrasse",138,12,8051,"Zürich",,"Gastwirtschaft","Offen",686091.895,251303.352
"Ref. Kirchgemeindehaus Wiedikon","Bühlstrasse",9,3,8055,"Zürich",,"Gastwirtschaft","Offen",681377.019,246871.265
"Reformierte Kirchgemeinde Zürich-Affoltern","Riedenhaldenstrasse ",1,11,8046,"Zürich",,"Gastwirtschaft","Offen",681488.763,252087.829
"Relaxclub Moustache","Badenerstrasse",156,4,8004,"Zürich",,"Nebenwirtschaft","Offen",681819.882,247647.676
"Remo Wüst Bäckerei-Konditorei","Seefeldstrasse",178,8,8008,"Zürich",,"Nebenwirtschaft","Offen",684484.237,245507.468
"Remo Wüst Bäckerei-Konditorei","Stampfenbachstrasse",30,6,8006,"Zürich",,"Nebenwirtschaft","Offen",683449.291,248168.15
"Renggergut","Renggerstrasse",68,2,8038,"Zürich",,"Gastwirtschaft","Offen",682701.823,244275.866
"Rennbahnstübli","Thurgauerstrasse",2,11,8050,"Zürich",,"Gastwirtschaft","Offen",683916.192,251621.878
"Reno's Relax Clubsauna","Kernstrasse",57,4,8004,"Zürich",,"Nebenwirtschaft","Offen",682113.129,248042.451
"Restaurant 04","Brauerstrasse",4,4,8004,"Zürich",,"Gastwirtschaft","Offen",682318.461,247934.225
"Restaurant Badi Oerlikon","Wallisellenstrasse",100,11,8050,"Zürich",,"Gastwirtschaft","Offen",684378.443,251635.544
"Restaurant Hongkong Food Paradise","Thurgauerstrasse",32,11,8050,"Zürich",,"Gastwirtschaft","Offen",684036.224,251978.271
"Restaurant Kiosk ","Klausstrasse",2,8,8008,"Zürich",,"Gastwirtschaft","Offen",683796.658,245851.544
"Restaurant Letzi / Al Vigneto ","Winterthurerstrasse",86,6,8006,"Zürich",,"Gastwirtschaft","Offen",683578.353,249488.985
"Restaurant Markthalle","Limmatstrasse",231,5,8005,"Zürich",,"Gastwirtschaft","Offen",682100,249093
"Restaurant-Wagon","Birchstrasse",230,11,8050,"Zürich",,"Gastwirtschaft","Offen",683017.11,252423.205
"Rheinfelder Bierhalle","Niederdorfstrasse",76,1,8001,"Zürich",,"Gastwirtschaft","Offen",683492.504,247817.646
"Rheinfelder Bierhaus","Marktgasse",19,1,8001,"Zürich",,"Gastwirtschaft","Offen",683463.333,247397.167
"Ribaki's","Talstrasse",20,1,8001,"Zürich",,"Gastwirtschaft","Offen",683063.077,247028.968
"Richi's Kiosk Allmend","Gfellstrasse",20,2,8045,"Zürich",,"Ausgabestelle","Offen",681562.217,244957.186
"Riedhus","Birmensdorferstrasse",364,3,8055,"Zürich",,"Gastwirtschaft","Offen",680600.912,247072.818
"Rietberg","Waffenplatzstrasse",63,2,8002,"Zürich",,"Gastwirtschaft","Offen",682236.391,245841.565
"Rigiblick","Germaniastrasse",99,6,8044,"Zürich",,"Gastwirtschaft","Offen",684170.789,249204.6
"Rigihof","Universitätstrasse ",101,6,8006,"Zürich",,"Gastwirtschaft","Offen",683770.198,248723.246
"Rimini Bar","Schanzengrabenpromenade",110,1,8001,"Zürich",,"Gastwirtschaft","Offen",682626.528,247304.579
"Rio Mare","Wydäckerring",148,9,8047,"Zürich",,"Gastwirtschaft","Offen",679628.446,247130.626
"Ristorante Passione","Quellenstrasse",49,5,8005,"Zürich",,"Gastwirtschaft","Offen",682306.001,248949.605
"Ristorante Virtù","Birchstrasse",147,11,8050,"Zürich",,"Gastwirtschaft","Offen",682945.979,251706.021
"Riviera","Langstrasse",212,5,8005,"Zürich",,"Gastwirtschaft","Offen",682433.522,248587.861
"Riviera Kiosk/Bistro","Utoquai","2f",1,8001,"Zürich",,"Ausgabestelle","Offen",683501.489,246868.597
"Rizzoli","Hottingerstrasse",27,7,8032,"Zürich",,"Gastwirtschaft","Offen",684161.872,247152.044
"Rodi","Winterthurerstrasse ",539,12,8051,"Zürich",,"Gastwirtschaft","Offen",685687.201,251031.468
"Rohn Salvisberg Stiftung","Zweiackerstrasse",50,7,8053,"Zürich",,"Gastwirtschaft","Offen",687808.017,245668.921
"Roi et Thai Food","Schöneggstrasse",30,4,8004,"Zürich",,"Gastwirtschaft","Offen",682126.064,248322.159
"Rolli's Restaurant Oerlikon","Schaffhauserstrasse",352,11,8050,"Zürich",,"Gastwirtschaft","Offen",683613.67,251587.006
"Roma","Sihlamtsstrasse",5,1,8001,"Zürich",,"Gastwirtschaft","Offen",682570.277,247170.856
"Rong Cheng","Baumackerstrasse ",46,11,8050,"Zürich",,"Gastwirtschaft","Offen",683318.341,251569.075
"Rosenburg","Badenerstrasse",287,3,8003,"Zürich",,"Gastwirtschaft","Offen",681201.844,247859.323
"Rosengarten","Gemeindestrasse",60,7,8032,"Zürich",,"Gastwirtschaft","Offen",684424.961,247149.853
"Rosso","Geroldstrasse ",31,5,8005,"Zürich",,"Gastwirtschaft","Offen",681526.42,248871.077
"Roter Kamm","Tobelhofstrasse",240,7,8044,"Zürich",,"Gastwirtschaft","Offen",686710.606,248682.148
"Roter Stein","Herrligstrasse",39,9,8048,"Zürich",,"Gastwirtschaft","Offen",678993.648,249171.43
"Rothus Grill","Marktgasse",14,1,8001,"Zürich",,"Ausgabestelle","Offen",683482.133,247381.486
"Royal Döner","Langstrasse",31,4,8004,"Zürich",,"Ausgabestelle","Offen",682039.71,247773.653
"Rubina","Universitätstrasse ",56,6,8006,"Zürich",,"Gastwirtschaft","Offen",683799.987,248449.129
"Römerblick","Asylstrasse",58,7,8032,"Zürich",,"Gastwirtschaft","Offen",684691.534,246957.663
"Röschibach","Röschibachstrasse",24,10,8037,"Zürich",,"Gastwirtschaft","Offen",682003.295,249692.93
"Rössli Hotel","Rössligasse",7,1,8001,"Zürich",,"Gastwirtschaft","Offen",683523.619,247084.392
"Rüden","Limmatquai",42,1,8001,"Zürich",,"Gastwirtschaft","Offen",683420.785,247253.055
"Rüsterei","Kalanderplatz ",6,3,8045,"Zürich",,"Gastwirtschaft","Offen",681898.745,245824.19
"Rütihof","Rütihofstrasse",19,10,8049,"Zürich",,"Gastwirtschaft","Offen",678558.895,251997.795
"Rütli","Zähringerstrasse",43,1,8001,"Zürich",,"Gastwirtschaft","Offen",683506.524,247845.111
"SAHltimbocca","Lägernstrasse",37,10,8037,"Zürich",,"Gastwirtschaft","Offen",682524.546,249974.673
"SALI e TABACCHI","Zentralstrasse",72,3,8003,"Zürich",,"Gastwirtschaft","Offen",681532.565,247474.057
"SBB Restaurant Westlink","Vulkanplatz",11,9,8048,"Zürich",,"Gastwirtschaft","Offen",679447.235,249531.458
"SILBA","Schaffhauserstrasse",29,6,8006,"Zürich",,"Gastwirtschaft","Offen",683058.936,249409.225
"SPAR Restaurant Bernina","Schaffhauserstrasse",239,11,8057,"Zürich",,"Ausgabestelle","Offen",683666.981,250859.411
"SPIGA","Löwenstrasse",61,1,8001,"Zürich",,"Gastwirtschaft","Offen",683023.309,247929.231
"SRF Fernsehstrasse","Fernsehstrasse",2,11,8052,"Zürich",,"Gastwirtschaft","Offen",684609.428,252411.707
"SRF Schärenmoosstrasse","Schärenmoosstrasse",80,11,8052,"Zürich",,"Gastwirtschaft","Offen",684464.72,252564.184
"STZ Frauenklinik","Birmensdorferstrasse",501,3,8063,"Zürich",,"Gastwirtschaft","Offen",679820.672,246654.381
"SV Restaurant PWC INN","Birchstrasse ",160,11,8050,"Zürich",,"Gastwirtschaft","Offen",682995.501,251880.055
"Saalsporthalle","Giesshübelstrasse",41,3,8045,"Zürich",,"Gastwirtschaft","Offen",681699.437,245681.137
"Saftlade Marcel Iten","Münstergasse",31,1,8001,"Zürich",,"Gastwirtschaft","Offen",683457.4,247361.551
"Sahara","Dübendorfstrasse",4,12,8051,"Zürich",,"Gastwirtschaft","Offen",685698.054,250968.412
"Saigon","Sihlstrasse",97,1,8001,"Zürich",,"Gastwirtschaft","Offen",682630.361,247482.123
"Saltinbocca","Limmatstrasse",231,5,8005,"Zürich",,"Nebenwirtschaft","Offen",682140.321,249125.167
"Samurai","Weststrasse",180,3,8003,"Zürich",,"Gastwirtschaft","Offen",681495.883,247625.206
"Samurai 2","Kanzleistrasse",15,4,8004,"Zürich",,"Gastwirtschaft","Offen",682228.478,247565.649
"San Valentina","Baslerstrasse",141,9,8048,"Zürich",,"Gastwirtschaft","Offen",679245.012,249226.802
"Sankt Meinrad","Stauffacherstrasse",163,4,8004,"Zürich",,"Gastwirtschaft","Offen",681747.285,248010.663
"Santa Lucia","Altstetterstrasse",145,9,8048,"Zürich",,"Gastwirtschaft","Offen",679161.641,249151.904
"Santa Lucia","Luisenstrasse",31,5,8005,"Zürich",,"Gastwirtschaft","Offen",682375.394,248691.293
"Santa Lucia","Schaffhauserstrasse",345,11,8050,"Zürich",,"Gastwirtschaft","Offen",683587.148,251522.482
"Santa Lucia Wiedikon","Birmensdorferstrasse",320,3,8055,"Zürich",,"Gastwirtschaft","Offen",680798.721,247111.007
"Santa Lucia teatro","Rämistrasse",32,7,8001,"Zürich",,"Gastwirtschaft","Offen",683877.6,247182.371
"Sauna Adonis","Mutschellenstrasse",17,2,8002,"Zürich",,"Nebenwirtschaft","Offen",682243.046,245339.429
"Savoy","Poststrasse",12,1,8001,"Zürich",,"Gastwirtschaft","Offen",683167.687,247132.407
"Scala","Rotbuchstrasse",1,6,8006,"Zürich",,"Gastwirtschaft","Offen",683024.229,249507.21
"Schara","Badenerstrasse",451,3,8003,"Zürich",,"Gastwirtschaft","Offen",680500.196,248293.614
"Scharfmacher Brillen-Kunst","Zwinglistrasse",25,4,8004,"Zürich",,"Nebenwirtschaft","Offen",682320.544,248062.471
"Scheidegg","Kehlhofstrasse",2,3,8003,"Zürich",,"Gastwirtschaft","Offen",681550.9,247131.582
"Scheuble Hotel","Mühlegasse",17,1,8001,"Zürich",,"Gastwirtschaft","Offen",683547.24,247657.087
"Schiffrestauration Zürichsee ZSG","Mythenquai",333,2,8038,"Zürich",,"Gastwirtschaft","Offen",682811.34,244618.08
"Schipfe 16","Schipfe",16,1,8001,"Zürich",,"Gastwirtschaft","Offen",683315.428,247506.899
"Schloss Kiosk-Café","Schlossgasse ",14,3,8003,"Zürich",,"Nebenwirtschaft","Offen",681640.106,247033.262
"Schlössli","Neufrankengasse",25,4,8004,"Zürich",,"Gastwirtschaft","Offen",682151.564,248331.59
"Schlüssel","Seefeldstrasse",177,8,8008,"Zürich",,"Gastwirtschaft","Offen",684528.949,245490.739
"Schmiede","Zurlindenstrasse",49,3,8003,"Zürich",,"Gastwirtschaft","Offen",681748.866,247031.026
"Schmiedhof","Zweierstrasse",136,3,8003,"Zürich",,"Gastwirtschaft","Offen",681644.79,247245.41
"Schminkbar","Beatengasse",9,1,8001,"Zürich",,"Nebenwirtschaft","Offen",683195.392,247793.831
"Schnitzelhuus","Schwamendingenstrasse",48,11,8050,"Zürich",,"Gastwirtschaft","Offen",683936.687,251249.434
"Schurter","Niederdorfstrasse",90,1,8001,"Zürich",,"Gastwirtschaft","Offen",683483.093,247863.74
"Schwamendingen","Schwamendingerplatz",2,12,8051,"Zürich",,"Gastwirtschaft","Offen",685552.866,251066.199
"Schwarzenbach","Münstergasse",17,1,8001,"Zürich",,"Gastwirtschaft","Offen",683485.432,247308.94
"Schwarzer Bären","Altstetterstrasse",223,9,8048,"Zürich",,"Gastwirtschaft","Offen",678928.334,248435.114
"Schweizer Weinstube","Hohlstrasse",49,4,8004,"Zürich",,"Gastwirtschaft","Offen",682095.956,247978.439
"Schützenhaus Albisgütli","Uetlibergstrasse",341,3,8045,"Zürich",,"Gastwirtschaft","Offen",680819.342,245143.591
"Schützenruh","Uetlibergstrasse ",300,3,8045,"Zürich",,"Gastwirtschaft","Offen",681092.044,245329.042
"Schützenstube ","Kappenbühlstrasse",80,10,8049,"Zürich",,"Gastwirtschaft","Offen",679874.211,251545.455
"Schützenstube ","Stettbachstrasse",200,12,8051,"Zürich",,"Gastwirtschaft","Offen",686682.615,250208.006
"Schützenstube Hasenrain","Albisriederstrasse",530,9,8047,"Zürich",,"Gastwirtschaft","Offen",678417.881,247728.827
"Seebad Enge","Mythenquai",9,2,8002,"Zürich",,"Ausgabestelle","Offen",682947.147,246224.875
"Seebad Utoquai","Utoquai",49,8,8008,"Zürich",,"Ausgabestelle","Offen",683785.497,246279.255
"Seefeld","Seefeldstrasse",63,8,8008,"Zürich",,"Gastwirtschaft","Offen",684050.513,246242.258
"Seehof","Seehofstrasse",11,8,8008,"Zürich ",,"Gastwirtschaft","Offen",683783.161,246535.508
"Seepoint","Seefeldstrasse",113,8,8008,"Zürich",,"Gastwirtschaft","Offen",684268.211,245880.077
"Seerose","Seestrasse",493,2,8038,"Zürich",,"Gastwirtschaft","Offen",683272.99,243643.98
"Seidenhof","Sihlstrasse",9,1,8021,"Zürich",,"Gastwirtschaft","Offen",682979.905,247563.748
"Sein","Schützengasse",5,1,8001,"Zürich",,"Gastwirtschaft","Offen",683189.699,247843.428
"Selnau Wok's Gmbh","Selnaustrasse",5,1,8002,"Zürich",,"Nebenwirtschaft","Offen",682665.519,247127.528
"Selnautreff","Selnaustrasse",46,1,8001,"Zürich",,"Gastwirtschaft","Offen",682633.242,247433.533
"Senator","Heinrichstrasse",254,5,8005,"Zürich",,"Gastwirtschaft","Offen",681802.521,249291.746
"Senevita Residenz Nordlicht","Birchstrasse ",180,11,8050,"Zürich",,"Gastwirtschaft","Offen",682990.156,252041.436
"Seniorenresidenz Spirgarten","Spirgartenstrasse ",2,9,8048,"Zürich",,"Gastwirtschaft","Offen",678971.597,249080.226
"Sensuelle","Kasernenstrasse ",17,4,8004,"Zürich",,"Nebenwirtschaft","Offen",682573.494,247619.001
"Sent of Bamboo","Altstetterplatz ",12,9,8048,"Zürich",,"Gastwirtschaft","Offen",679324.66,249474.259
"Sesam Falafelbar","Seidengasse",6,1,8001,"Zürich",,"Ausgabestelle","Offen",683031.952,247636.921
"Shaba","Fierzgasse",22,5,8005,"Zürich",,"Gastwirtschaft","Offen",682544.896,248701.875
"Shamrock Irish Pub","Studackerstrasse",1,2,8038,"Zürich",,"Gastwirtschaft","Offen",682508.02,243693.04
"Shangrila Tibet","Ziegeleiweg",2,3,8055,"Zürich",,"Gastwirtschaft","Offen",680925.704,247094.202
"Shell Furttal","Wehntalerstrasse","586c",11,8046,"Zürich",,"Nebenwirtschaft","Offen",680289.372,252792.866
"Sheraton Zürich Neues Schloss Hotel","Stockerstrasse",17,2,8002,"Zürich",,"Gastwirtschaft","Offen",682887.035,246649.952
"Shere Punjab","Sihlfeldstrasse ",45,3,8003,"Zürich",,"Nebenwirtschaft","Offen",681424.63,247638.073
"Shinsen","Staffelstrasse ",10,3,8045,"Zürich",,"Kleinwirtschaft","Offen",681758.768,246146.027
"SiBNi","Asylstrasse",81,7,8032,"Zürich",,"Gastwirtschaft","Offen",684829.619,246824.736
"Sichtbar Gehörlose Zürich","Oerlikonerstrasse",98,11,8057,"Zürich",,"Gastwirtschaft","Offen",683671.732,251158.166
"Siesta","Badenerstrasse",458,4,8004,"Zürich",,"Gastwirtschaft","Offen",680483.864,248358.765
"Silberkugel","Bleicherweg",33,2,8002,"Zürich",,"Gastwirtschaft","Offen",682714.311,246764.515
"Silberkugel Oerlikon","Baumackerstrasse",24,11,8050,"Zürich",,"Gastwirtschaft","Offen",683491.6,251477.515
"Simply Soup","Hallwylstrasse ",24,4,8004,"Zürich",,"Gastwirtschaft","Offen",682353.445,247350.41
